chr	start	end	strand	gene_name
chr10	27060345	27060417	-	ENSG00000107890.17
chr10	27053320	27053390	-	ENSG00000107890.17
chr10	27048801	27048979	-	ENSG00000107890.17
chr10	27046353	27046523	-	ENSG00000107890.17
chr10	27044157	27044190	-	ENSG00000107890.17
chr10	27043426	27043567	-	ENSG00000107890.17
chr10	27039965	27040178	-	ENSG00000107890.17
chr10	27037871	27038054	-	ENSG00000107890.17
chr10	27037186	27037323	-	ENSG00000107890.17
chr10	27034796	27035752	-	ENSG00000107890.17
chr10	27004116	27005723	-	ENSG00000107890.17
chr10	27022558	27022601	-	ENSG00000107890.17
chr10	27004185	27005723	-	ENSG00000107890.17
chr10	27039965	27039989	-	ENSG00000107890.17
chr10	27030393	27030600	-	ENSG00000107890.17
chr10	27005267	27005723	-	ENSG00000107890.17
chr10	27100085	27100485	-	ENSG00000107890.17
chr10	27046353	27046520	-	ENSG00000107890.17
chr10	27005315	27005723	-	ENSG00000107890.17
chr10	27051059	27052425	-	ENSG00000107890.17
chr10	27034907	27035752	-	ENSG00000107890.17
chr10	27098180	27098326	-	ENSG00000107890.17
chr10	27035673	27035752	-	ENSG00000107890.17
chr10	27100085	27100133	-	ENSG00000107890.17
chr10	27037664	27037782	-	ENSG00000107890.17
chr10	27035678	27035752	-	ENSG00000107890.17
chr10	27046111	27046293	-	ENSG00000107890.17
chr10	27037996	27038054	-	ENSG00000107890.17
chr10	27100085	27100345	-	ENSG00000107890.17
chr10	27039988	27040178	-	ENSG00000107890.17
chr10	27100085	27100298	-	ENSG00000107890.17
chr10	27060818	27060881	-	ENSG00000107890.17
chr10	27040098	27040178	-	ENSG00000107890.17
chr10	27100085	27100167	-	ENSG00000107890.17
chr10	27060415	27060417	-	ENSG00000107890.17
chr10	27100085	27100170	-	ENSG00000107890.17
chr10	27080032	27080153	-	ENSG00000107890.17
chr10	27061230	27061242	-	ENSG00000107890.17
chr10	27100085	27100377	-	ENSG00000107890.17
chr10	27080649	27080771	-	ENSG00000107890.17
chr10	27063036	27064081	-	ENSG00000107890.17
chr10	27077338	27077424	-	ENSG00000107890.17
chr10	27066241	27066548	-	ENSG00000107890.17
chr10	27080649	27080720	-	ENSG00000107890.17
chr10	27077023	27077540	-	ENSG00000107890.17
chr10	27088321	27088427	-	ENSG00000199855.1
chr10	27154178	27154384	-	ENSG00000136758.20
chr10	27148906	27149040	-	ENSG00000136758.20
chr10	27145428	27145590	-	ENSG00000136758.20
chr10	27142387	27142485	-	ENSG00000136758.20
chr10	27136276	27136385	-	ENSG00000136758.20
chr10	27134831	27134981	-	ENSG00000136758.20
chr10	27134039	27134122	-	ENSG00000136758.20
chr10	27131859	27131941	-	ENSG00000136758.20
chr10	27126696	27126786	-	ENSG00000136758.20
chr10	27123547	27123699	-	ENSG00000136758.20
chr10	27122841	27122973	-	ENSG00000136758.20
chr10	27121386	27121448	-	ENSG00000136758.20
chr10	27120435	27120547	-	ENSG00000136758.20
chr10	27119294	27119449	-	ENSG00000136758.20
chr10	27117576	27117727	-	ENSG00000136758.20
chr10	27116219	27116345	-	ENSG00000136758.20
chr10	27116060	27116133	-	ENSG00000136758.20
chr10	27114521	27114607	-	ENSG00000136758.20
chr10	27110111	27112120	-	ENSG00000136758.20
chr10	27154178	27154420	-	ENSG00000136758.20
chr10	27110112	27112120	-	ENSG00000136758.20
chr10	27154178	27154359	-	ENSG00000136758.20
chr10	27147498	27147668	-	ENSG00000136758.20
chr10	27110454	27112120	-	ENSG00000136758.20
chr10	27136276	27136337	-	ENSG00000136758.20
chr10	27129237	27129357	-	ENSG00000136758.20
chr10	27154178	27154392	-	ENSG00000136758.20
chr10	27154178	27154226	-	ENSG00000136758.20
chr10	27154178	27154371	-	ENSG00000136758.20
chr10	27153227	27153281	-	ENSG00000136758.20
chr10	27134044	27134122	-	ENSG00000136758.20
chr10	27154178	27155266	-	ENSG00000136758.20
chr10	27145419	27147668	-	ENSG00000136758.20
chr10	27154824	27155612	+	ENSG00000120539.15
chr10	27158549	27158686	+	ENSG00000120539.15
chr10	27159619	27159758	+	ENSG00000120539.15
chr10	27161094	27161182	+	ENSG00000120539.15
chr10	27165064	27165170	+	ENSG00000120539.15
chr10	27165389	27165539	+	ENSG00000120539.15
chr10	27167102	27167274	+	ENSG00000120539.15
chr10	27169944	27171083	+	ENSG00000120539.15
chr10	27173121	27173259	+	ENSG00000120539.15
chr10	27180953	27181066	+	ENSG00000120539.15
chr10	27181480	27181581	+	ENSG00000120539.15
chr10	27186379	27186919	+	ENSG00000120539.15
chr10	27155352	27155612	+	ENSG00000120539.15
chr10	27173118	27173259	+	ENSG00000120539.15
chr10	27186379	27187953	+	ENSG00000120539.15
chr10	27155370	27155612	+	ENSG00000120539.15
chr10	27186379	27186924	+	ENSG00000120539.15
chr10	27186379	27186718	+	ENSG00000120539.15
chr10	27240674	27240784	-	ENSG00000107897.20
chr10	27240319	27240484	-	ENSG00000107897.20
chr10	27231748	27231820	-	ENSG00000107897.20
chr10	27223338	27223452	-	ENSG00000107897.20
chr10	27223207	27223239	-	ENSG00000107897.20
chr10	27219723	27219857	-	ENSG00000107897.20
chr10	27217980	27218183	-	ENSG00000107897.20
chr10	27215535	27215641	-	ENSG00000107897.20
chr10	27210814	27211081	-	ENSG00000107897.20
chr10	27208246	27208445	-	ENSG00000107897.20
chr10	27205198	27205248	-	ENSG00000107897.20
chr10	27204440	27204549	-	ENSG00000107897.20
chr10	27168135	27170270	-	ENSG00000107897.20
chr10	27240674	27240824	-	ENSG00000107897.20
chr10	27240319	27240474	-	ENSG00000107897.20
chr10	27235092	27235212	-	ENSG00000107897.20
chr10	27181682	27182715	-	ENSG00000107897.20
chr10	27240674	27240817	-	ENSG00000107897.20
chr10	27182838	27184315	-	ENSG00000107897.20
chr10	27240674	27240797	-	ENSG00000107897.20
chr10	27195214	27197442	-	ENSG00000107897.20
chr10	27240319	27240879	-	ENSG00000107897.20
chr10	27195215	27197442	-	ENSG00000107897.20
chr10	27242059	27242088	-	ENSG00000107897.20
chr10	27195217	27197442	-	ENSG00000107897.20
chr10	27242059	27242130	-	ENSG00000107897.20
chr10	27242897	27243046	-	ENSG00000107897.20
chr10	27242059	27242389	-	ENSG00000107897.20
chr10	27240319	27240543	-	ENSG00000107897.20
chr10	27234358	27234488	-	ENSG00000107897.20
chr10	27195220	27197442	-	ENSG00000107897.20
chr10	27240319	27240619	-	ENSG00000107897.20
chr10	27195230	27197442	-	ENSG00000107897.20
chr10	27240319	27240631	-	ENSG00000107897.20
chr10	27240674	27240743	-	ENSG00000107897.20
chr10	27240319	27240762	-	ENSG00000107897.20
chr10	27221696	27221746	-	ENSG00000107897.20
chr10	27240674	27240812	-	ENSG00000107897.20
chr10	27210922	27211081	-	ENSG00000107897.20
chr10	27240674	27240873	-	ENSG00000107897.20
chr10	27241827	27241868	-	ENSG00000107897.20
chr10	27242059	27242111	-	ENSG00000107897.20
chr10	27219723	27219803	-	ENSG00000107897.20
chr10	27242059	27242115	-	ENSG00000107897.20
chr10	27242059	27242120	-	ENSG00000107897.20
chr10	27198984	27199101	-	ENSG00000107897.20
chr10	27195388	27197442	-	ENSG00000107897.20
chr10	27240319	27240797	-	ENSG00000107897.20
chr10	27195992	27197442	-	ENSG00000107897.20
chr10	27240319	27240558	-	ENSG00000107897.20
chr10	27197353	27197442	-	ENSG00000107897.20
chr10	27242059	27242110	-	ENSG00000107897.20
chr10	27201958	27202464	-	ENSG00000107897.20
chr10	27240319	27240582	-	ENSG00000107897.20
chr10	27220373	27220464	-	ENSG00000107897.20
chr10	27204447	27204549	-	ENSG00000107897.20
chr10	27240674	27240850	-	ENSG00000107897.20
chr10	27242059	27242090	-	ENSG00000107897.20
chr10	27217983	27218183	-	ENSG00000107897.20
chr10	27240674	27240805	-	ENSG00000107897.20
chr10	27230231	27231820	-	ENSG00000107897.20
chr10	27193358	27193500	-	ENSG00000252639.1
chr10	27232255	27232316	-	ENSG00000251839.1
chr10	27243130	27243384	+	ENSG00000262412.1
chr10	27250058	27250804	+	ENSG00000262412.1
chr10	27246350	27251793	-	ENSG00000230445.4
chr10	27247301	27250562	-	ENSG00000230445.4
chr10	27259358	27259455	-	ENSG00000230445.4
chr10	27257870	27257950	-	ENSG00000230445.4
chr10	27251301	27251511	-	ENSG00000230445.4
chr10	27250998	27251180	-	ENSG00000230445.4
chr10	27251301	27251795	-	ENSG00000230445.4
chr10	27251104	27251180	-	ENSG00000230445.4
chr10	27258762	27258902	+	ENSG00000290843.1
chr10	27262957	27263214	+	ENSG00000290843.1
chr10	27281288	27281383	+	ENSG00000290843.1
chr10	27288677	27288824	+	ENSG00000290843.1
chr10	27262957	27263214	+	ENSG00000238021.7
chr10	27279070	27279279	+	ENSG00000238021.7
chr10	27281293	27281383	+	ENSG00000238021.7
chr10	27288677	27288824	+	ENSG00000238021.7
chr10	27313723	27313905	+	ENSG00000278830.1
chr10	27316479	27316587	+	ENSG00000278830.1
chr10	27315120	27315226	+	ENSG00000200369.1
chr10	27341139	27341252	-	ENSG00000215409.4
chr10	27340803	27340976	-	ENSG00000215409.4
chr10	27338831	27338937	-	ENSG00000215409.4
chr10	27336835	27336972	-	ENSG00000215409.4
chr10	27334170	27334234	-	ENSG00000215409.4
chr10	27331357	27331566	-	ENSG00000215409.4
chr10	27335501	27335607	-	ENSG00000207135.1
chr10	27343436	27344651	+	ENSG00000260151.1
chr10	27344739	27344917	+	ENSG00000260151.1
chr10	27349717	27350290	-	ENSG00000213770.3
chr10	27378138	27378362	-	ENSG00000237956.1
chr10	27413162	27414368	-	ENSG00000182077.12
chr10	27411808	27411929	-	ENSG00000182077.12
chr10	27403212	27403357	-	ENSG00000182077.12
chr10	27397121	27399240	-	ENSG00000182077.12
chr10	27504174	27504437	+	ENSG00000099246.18
chr10	27509875	27509930	+	ENSG00000099246.18
chr10	27532507	27532579	+	ENSG00000099246.18
chr10	27533735	27533853	+	ENSG00000099246.18
chr10	27533928	27533994	+	ENSG00000099246.18
chr10	27537876	27542237	+	ENSG00000099246.18
chr10	27526828	27526889	+	ENSG00000099246.18
chr10	27537876	27538222	+	ENSG00000099246.18
chr10	27542753	27543207	+	ENSG00000099246.18
chr10	27504234	27504437	+	ENSG00000099246.18
chr10	27531529	27531615	+	ENSG00000099246.18
chr10	27537876	27539829	+	ENSG00000099246.18
chr10	27537878	27539829	+	ENSG00000099246.18
chr10	27504280	27504437	+	ENSG00000099246.18
chr10	27537876	27538134	+	ENSG00000099246.18
chr10	27504286	27504448	+	ENSG00000099246.18
chr10	27537876	27537917	+	ENSG00000099246.18
chr10	27504286	27504437	+	ENSG00000099246.18
chr10	27533735	27533994	+	ENSG00000099246.18
chr10	27537876	27538107	+	ENSG00000099246.18
chr10	27504294	27504437	+	ENSG00000099246.18
chr10	27537876	27540150	+	ENSG00000099246.18
chr10	27504299	27504412	+	ENSG00000099246.18
chr10	27509875	27510490	+	ENSG00000099246.18
chr10	27504304	27504437	+	ENSG00000099246.18
chr10	27508902	27509033	+	ENSG00000099246.18
chr10	27513963	27514420	+	ENSG00000099246.18
chr10	27537876	27539173	+	ENSG00000099246.18
chr10	27537876	27539274	+	ENSG00000099246.18
chr10	27514055	27514420	+	ENSG00000099246.18
chr10	27537876	27539473	+	ENSG00000099246.18
chr10	27537876	27539814	+	ENSG00000099246.18
chr10	27537876	27540135	+	ENSG00000099246.18
chr10	27537876	27542239	+	ENSG00000099246.18
chr10	27504312	27504437	+	ENSG00000099246.18
chr10	27533941	27533994	+	ENSG00000099246.18
chr10	27537876	27539185	+	ENSG00000099246.18
chr10	27504314	27504437	+	ENSG00000099246.18
chr10	27513966	27514420	+	ENSG00000099246.18
chr10	27504318	27504437	+	ENSG00000099246.18
chr10	27537876	27539284	+	ENSG00000099246.18
chr10	27504328	27504437	+	ENSG00000099246.18
chr10	27537876	27538140	+	ENSG00000099246.18
chr10	27504370	27504437	+	ENSG00000099246.18
chr10	27504979	27505075	+	ENSG00000099246.18
chr10	27504377	27504437	+	ENSG00000099246.18
chr10	27537876	27538489	+	ENSG00000099246.18
chr10	27504383	27504437	+	ENSG00000099246.18
chr10	27533928	27533998	+	ENSG00000099246.18
chr10	27537876	27538163	+	ENSG00000099246.18
chr10	27504619	27504724	+	ENSG00000099246.18
chr10	27504979	27505190	+	ENSG00000099246.18
chr10	27533735	27533816	+	ENSG00000099246.18
chr10	27512328	27512357	+	ENSG00000099246.18
chr10	27509889	27509930	+	ENSG00000099246.18
chr10	27526828	27532579	+	ENSG00000099246.18
chr10	27533735	27533770	+	ENSG00000099246.18
chr10	27514120	27514420	+	ENSG00000099246.18
chr10	27526569	27526598	+	ENSG00000099246.18
chr10	27528516	27533853	+	ENSG00000099246.18
chr10	27532383	27533994	+	ENSG00000099246.18
chr10	27537876	27542781	+	ENSG00000099246.18
chr10	27532388	27532579	+	ENSG00000099246.18
chr10	27537876	27538131	+	ENSG00000099246.18
chr10	27532488	27532579	+	ENSG00000099246.18
chr10	27537876	27538092	+	ENSG00000099246.18
chr10	27533224	27533253	+	ENSG00000099246.18
chr10	27532537	27532579	+	ENSG00000099246.18
chr10	27537876	27538512	+	ENSG00000099246.18
chr10	27542002	27542205	+	ENSG00000099246.18
chr10	27537876	27538025	+	ENSG00000099246.18
chr10	27537876	27538028	+	ENSG00000099246.18
chr10	27564430	27566937	+	ENSG00000285737.1
chr10	27569787	27569933	+	ENSG00000285737.1
chr10	27578371	27578713	+	ENSG00000285737.1
chr10	27593961	27594588	+	ENSG00000285737.1
chr10	27745707	27745819	-	ENSG00000150051.14
chr10	27743228	27743497	-	ENSG00000150051.14
chr10	27741345	27741504	-	ENSG00000150051.14
chr10	27735221	27735374	-	ENSG00000150051.14
chr10	27734456	27734791	-	ENSG00000150051.14
chr10	27675521	27675554	-	ENSG00000150051.14
chr10	27672874	27675415	-	ENSG00000150051.14
chr10	27745707	27746060	-	ENSG00000150051.14
chr10	27743228	27743494	-	ENSG00000150051.14
chr10	27672875	27675415	-	ENSG00000150051.14
chr10	27743228	27743545	-	ENSG00000150051.14
chr10	27718563	27718596	-	ENSG00000150051.14
chr10	27745420	27745594	-	ENSG00000150051.14
chr10	27743242	27743497	-	ENSG00000150051.14
chr10	27744786	27744948	+	ENSG00000230500.1
chr10	27767358	27767794	+	ENSG00000230500.1
chr10	27761589	27761774	+	ENSG00000230500.1
chr10	27764651	27764773	+	ENSG00000230500.1
chr10	27767358	27767793	+	ENSG00000230500.1
chr10	27982929	27983438	-	ENSG00000169126.16
chr10	27981466	27981582	-	ENSG00000169126.16
chr10	27971108	27971313	-	ENSG00000169126.16
chr10	27968923	27969018	-	ENSG00000169126.16
chr10	27961568	27961715	-	ENSG00000169126.16
chr10	27944816	27944962	-	ENSG00000169126.16
chr10	27944222	27944431	-	ENSG00000169126.16
chr10	27940563	27940805	-	ENSG00000169126.16
chr10	27939897	27940007	-	ENSG00000169126.16
chr10	27936726	27936880	-	ENSG00000169126.16
chr10	27935010	27935252	-	ENSG00000169126.16
chr10	27907663	27907777	-	ENSG00000169126.16
chr10	27862434	27862622	-	ENSG00000169126.16
chr10	27860625	27860846	-	ENSG00000169126.16
chr10	27800792	27800852	-	ENSG00000169126.16
chr10	27796340	27796427	-	ENSG00000169126.16
chr10	27778786	27778892	-	ENSG00000169126.16
chr10	27775186	27775221	-	ENSG00000169126.16
chr10	27820020	27820337	-	ENSG00000169126.16
chr10	27812164	27812625	-	ENSG00000169126.16
chr10	27835981	27836163	-	ENSG00000169126.16
chr10	27982929	27983106	-	ENSG00000169126.16
chr10	27812166	27812625	-	ENSG00000169126.16
chr10	27860625	27860664	-	ENSG00000169126.16
chr10	27835981	27836040	-	ENSG00000169126.16
chr10	27812168	27812625	-	ENSG00000169126.16
chr10	27998994	27999079	-	ENSG00000169126.16
chr10	27994919	27995180	-	ENSG00000169126.16
chr10	27987386	27987543	-	ENSG00000169126.16
chr10	27985019	27985211	-	ENSG00000169126.16
chr10	27984184	27984290	-	ENSG00000169126.16
chr10	27983843	27983979	-	ENSG00000169126.16
chr10	27813273	27813442	-	ENSG00000169126.16
chr10	27812170	27812625	-	ENSG00000169126.16
chr10	27981829	27981871	-	ENSG00000169126.16
chr10	27853242	27853363	-	ENSG00000169126.16
chr10	27998803	27998862	-	ENSG00000169126.16
chr10	27812259	27812625	-	ENSG00000169126.16
chr10	27981829	27981904	-	ENSG00000169126.16
chr10	27944823	27944962	-	ENSG00000169126.16
chr10	27987386	27987449	-	ENSG00000169126.16
chr10	27958838	27958972	-	ENSG00000169126.16
chr10	27957049	27957582	-	ENSG00000169126.16
chr10	27981466	27981805	-	ENSG00000169126.16
chr10	27969010	27969018	-	ENSG00000169126.16
chr10	27997491	27997514	-	ENSG00000169126.16
chr10	27995649	27995723	-	ENSG00000169126.16
chr10	27987475	27987543	-	ENSG00000169126.16
chr10	27783846	27784053	-	ENSG00000251810.1
chr10	27904209	27904349	+	ENSG00000226016.1
chr10	27904999	27905162	+	ENSG00000226016.1
chr10	27999788	27999898	+	ENSG00000233472.1
chr10	28022431	28022531	+	ENSG00000233472.1
chr10	28043924	28043956	+	ENSG00000233472.1
chr10	28049392	28049615	+	ENSG00000233472.1
chr10	28004702	28004932	+	ENSG00000226395.1
chr10	28280100	28280142	-	ENSG00000150054.19
chr10	28254774	28254876	-	ENSG00000150054.19
chr10	28238568	28238735	-	ENSG00000150054.19
chr10	28202153	28202271	-	ENSG00000150054.19
chr10	28149982	28150059	-	ENSG00000150054.19
chr10	28147483	28147563	-	ENSG00000150054.19
chr10	28131560	28131691	-	ENSG00000150054.19
chr10	28125010	28125091	-	ENSG00000150054.19
chr10	28124031	28124116	-	ENSG00000150054.19
chr10	28120594	28120668	-	ENSG00000150054.19
chr10	28120194	28120390	-	ENSG00000150054.19
chr10	28119651	28119715	-	ENSG00000150054.19
chr10	28089671	28089841	-	ENSG00000150054.19
chr10	28069772	28069852	-	ENSG00000150054.19
chr10	28059650	28059743	-	ENSG00000150054.19
chr10	28058495	28058603	-	ENSG00000150054.19
chr10	28056480	28056623	-	ENSG00000150054.19
chr10	28050993	28054244	-	ENSG00000150054.19
chr10	28282010	28282138	-	ENSG00000150054.19
chr10	28302861	28303064	-	ENSG00000150054.19
chr10	28238568	28238737	-	ENSG00000150054.19
chr10	28059516	28059743	-	ENSG00000150054.19
chr10	28051168	28054244	-	ENSG00000150054.19
chr10	28282010	28282089	-	ENSG00000150054.19
chr10	28280100	28280140	-	ENSG00000150054.19
chr10	28054061	28054244	-	ENSG00000150054.19
chr10	28334418	28334486	-	ENSG00000150054.19
chr10	28329929	28330002	-	ENSG00000150054.19
chr10	28120194	28120207	-	ENSG00000150054.19
chr10	28054143	28054244	-	ENSG00000150054.19
chr10	28282010	28282106	-	ENSG00000150054.19
chr10	28124072	28124116	-	ENSG00000150054.19
chr10	28202893	28203232	-	ENSG00000150054.19
chr10	28238568	28238700	-	ENSG00000150054.19
chr10	28236601	28236939	-	ENSG00000150054.19
chr10	28263703	28263759	+	ENSG00000286413.1
chr10	28264677	28265175	+	ENSG00000286413.1
chr10	28289258	28289350	-	ENSG00000275036.1
chr10	28303300	28303468	+	ENSG00000282996.1
chr10	28305399	28305966	+	ENSG00000282996.1
chr10	28307553	28307658	+	ENSG00000282996.1
chr10	28340236	28340942	-	ENSG00000237746.1
chr10	28339370	28339900	-	ENSG00000237746.1
chr10	28338554	28339035	-	ENSG00000237746.1
chr10	28408039	28408251	-	ENSG00000222666.2
chr10	28495721	28495813	-	ENSG00000237128.1
chr10	28436142	28436221	-	ENSG00000237128.1
chr10	28433008	28433107	-	ENSG00000237128.1
chr10	28436201	28437078	+	ENSG00000224439.2
chr10	28442575	28442896	-	ENSG00000222705.1
chr10	28532442	28532743	-	ENSG00000254635.6
chr10	28525948	28526008	-	ENSG00000254635.6
chr10	28522652	28524611	-	ENSG00000254635.6
chr10	28531735	28532395	-	ENSG00000254635.6
chr10	28522685	28524611	-	ENSG00000254635.6
chr10	28532442	28533066	-	ENSG00000254635.6
chr10	28525868	28526008	-	ENSG00000254635.6
chr10	28523221	28524611	-	ENSG00000254635.6
chr10	28532493	28533007	+	ENSG00000095787.26
chr10	28533998	28534034	+	ENSG00000095787.26
chr10	28535562	28535757	+	ENSG00000095787.26
chr10	28583399	28583505	+	ENSG00000095787.26
chr10	28589736	28589851	+	ENSG00000095787.26
chr10	28590720	28590832	+	ENSG00000095787.26
chr10	28595695	28596041	+	ENSG00000095787.26
chr10	28608186	28608593	+	ENSG00000095787.26
chr10	28595733	28596041	+	ENSG00000095787.26
chr10	28608186	28608431	+	ENSG00000095787.26
chr10	28610699	28610821	+	ENSG00000095787.26
chr10	28611774	28611922	+	ENSG00000095787.26
chr10	28614567	28614685	+	ENSG00000095787.26
chr10	28616173	28616362	+	ENSG00000095787.26
chr10	28617657	28617784	+	ENSG00000095787.26
chr10	28619537	28623112	+	ENSG00000095787.26
chr10	28590722	28590832	+	ENSG00000095787.26
chr10	28532768	28533007	+	ENSG00000095787.26
chr10	28535544	28535757	+	ENSG00000095787.26
chr10	28532771	28533007	+	ENSG00000095787.26
chr10	28583406	28583505	+	ENSG00000095787.26
chr10	28619537	28620986	+	ENSG00000095787.26
chr10	28532773	28533007	+	ENSG00000095787.26
chr10	28533998	28534182	+	ENSG00000095787.26
chr10	28535562	28535726	+	ENSG00000095787.26
chr10	28532776	28533007	+	ENSG00000095787.26
chr10	28535919	28535960	+	ENSG00000095787.26
chr10	28547941	28548063	+	ENSG00000095787.26
chr10	28619537	28619945	+	ENSG00000095787.26
chr10	28535910	28536059	+	ENSG00000095787.26
chr10	28616176	28616362	+	ENSG00000095787.26
chr10	28619537	28620979	+	ENSG00000095787.26
chr10	28532779	28533007	+	ENSG00000095787.26
chr10	28537584	28537815	+	ENSG00000095787.26
chr10	28537950	28538066	+	ENSG00000095787.26
chr10	28532784	28533007	+	ENSG00000095787.26
chr10	28610711	28610821	+	ENSG00000095787.26
chr10	28619537	28619976	+	ENSG00000095787.26
chr10	28533118	28533620	+	ENSG00000095787.26
chr10	28533313	28533620	+	ENSG00000095787.26
chr10	28619537	28620543	+	ENSG00000095787.26
chr10	28533371	28533620	+	ENSG00000095787.26
